,battery_power,bluetooth,weight,memory,n_cores,ram,dual_sim,wifi,pixel_height,pixel_width,price_range
2675,1906,NO,114,14,4.0,3375,1,1,199,867,
2676,617,NO,108,40,1.0,2921,1,0,659,1318,
2677,617,YES,153,47,8.0,341,0,1,356,838,
2678,716,YES,167,56,1.0,3947,1,1,390,722,
2679,676,NO,182,54,5.0,2650,0,0,805,1710,
2680,1770,YES,118,12,2.0,3816,0,0,57,891,
2681,1857,NO,147,62,1.0,336,1,0,1028,1465,
2682,524,NO,85,10,7.0,625,1,1,287,655,
2683,576,NO,174,56,5.0,3891,1,1,1371,1426,
2684,553,YES,153,8,4.0,1042,1,1,525,1601,
2685,1012,YES,181,8,3.0,2141,1,0,1176,1496,
2686,823,NO,195,24,5.0,2279,0,1,1364,1516,
2687,1928,NO,109,44,8.0,3828,1,0,701,1156,
2688,804,NO,183,12,1.0,2310,0,0,1805,1978,
2689,1517,NO,101,42,3.0,2162,1,0,483,1814,
2690,1500,NO,176,39,8.0,1988,1,0,808,1889,
2691,1425,YES,135,37,7.0,2786,0,0,666,1220,
2692,547,NO,197,3,8.0,1972,1,0,98,1506,
2693,1886,NO,115,26,1.0,1828,0,0,339,1670,
2694,1804,YES,111,4,1.0,3286,0,0,1235,1255,
2695,685,NO,172,2,3.0,1282,1,1,295,558,
2696,1352,NO,111,22,2.0,1562,1,0,346,682,
2697,1785,YES,180,18,4.0,1202,0,1,116,518,
2698,1300,NO,143,61,6.0,2262,1,0,353,758,
2699,1184,YES,199,33,8.0,2828,0,1,483,1598,
2700,1180,NO,198,24,2.0,2025,1,0,486,1671,
2701,886,YES,102,2,4.0,621,1,0,287,695,
2702,1309,NO,98,12,6.0,293,0,0,871,1484,
2703,744,NO,188,38,3.0,2001,0,0,846,1701,
2704,1408,YES,172,59,6.0,393,1,1,744,1211,
2705,734,YES,93,32,8.0,714,1,1,138,1042,
2706,500,NO,128,28,3.0,3460,0,1,1010,1854,
2707,1745,NO,186,45,1.0,1019,1,0,699,766,
2708,1296,YES,171,43,3.0,1692,1,0,501,609,
2709,1256,NO,83,51,2.0,2213,0,0,436,1308,
2710,782,YES,109,20,5.0,655,1,0,406,1025,
2711,965,YES,105,24,4.0,1567,0,0,403,718,
2712,652,YES,196,14,6.0,1706,1,0,248,1487,
2713,1847,NO,112,29,7.0,1017,1,0,1236,1374,
2714,1363,YES,120,46,4.0,2951,1,0,1247,1338,
2715,1946,NO,112,39,5.0,533,0,1,198,1045,
2716,1701,YES,88,53,6.0,3340,1,0,1281,1776,
2717,1754,YES,83,38,6.0,2765,1,0,141,808,
2718,1938,NO,94,37,4.0,3881,0,0,1001,1714,
2719,992,YES,107,52,7.0,332,1,1,663,1521,
2720,897,NO,110,38,2.0,519,1,0,1610,1612,
2721,1423,YES,112,58,3.0,1683,1,1,993,1295,
2722,1343,NO,97,23,5.0,2629,1,1,643,817,
2723,761,YES,141,52,3.0,2587,0,1,883,985,
2724,1742,NO,134,20,8.0,1828,1,1,392,831,
2725,1181,YES,198,51,5.0,608,1,0,71,586,
2726,1754,NO,197,58,3.0,1446,1,1,823,1035,
2727,1315,YES,86,58,2.0,2258,1,0,245,1064,
2728,649,NO,130,38,1.0,558,0,1,893,1185,
2729,1967,YES,109,25,6.0,1666,0,1,108,751,
2730,926,NO,179,12,2.0,2244,0,1,801,880,
2731,933,NO,191,33,8.0,758,1,0,129,925,
2732,913,NO,200,58,5.0,1061,1,0,849,1993,
2733,1651,NO,193,57,1.0,3421,0,1,697,924,
2734,1154,YES,117,42,5.0,3950,0,0,1068,1851,
2735,1181,YES,181,32,1.0,1435,1,0,450,623,
2736,1933,NO,181,63,8.0,3142,1,1,242,668,
2737,1341,NO,170,38,5.0,1579,0,1,601,937,
2738,534,YES,89,3,1.0,2987,1,1,45,517,
2739,1324,YES,95,28,6.0,3269,1,1,1243,1928,
2740,1803,YES,112,9,2.0,406,0,0,156,1289,
2741,1888,YES,146,53,4.0,1604,0,1,81,630,
2742,1540,NO,162,40,5.0,793,0,0,93,1644,
2743,1590,YES,157,15,8.0,1983,0,0,945,1015,
2744,1183,NO,130,24,2.0,2637,1,1,19,769,
2745,1774,YES,145,45,4.0,879,1,0,217,1159,
2746,1159,NO,137,27,1.0,3258,0,0,1526,1805,
2747,723,YES,159,10,1.0,2380,1,0,303,779,
2748,543,NO,91,6,1.0,564,0,1,272,1317,
2749,1348,YES,148,40,1.0,3543,1,0,539,665,
2750,1836,NO,111,57,5.0,1039,0,1,169,876,
2751,1290,NO,117,31,8.0,1895,0,1,599,750,
2752,645,YES,185,5,3.0,1315,1,0,446,1573,
2753,1654,NO,119,58,7.0,2801,0,0,460,1733,
2754,1156,YES,95,3,2.0,3786,1,0,1094,1518,
2755,1341,YES,194,43,6.0,3065,0,0,1096,1683,
2756,1427,NO,121,40,8.0,2338,0,0,249,1541,
2757,1541,NO,143,7,8.0,3137,0,0,287,1791,
2758,1693,YES,139,41,2.0,575,0,1,181,1760,
2759,1567,NO,178,23,3.0,3600,0,1,995,1215,
2760,1564,NO,173,35,4.0,2545,0,1,186,1210,
2761,1787,NO,103,11,7.0,541,0,1,35,757,
2762,770,YES,90,33,2.0,1686,0,1,128,657,
2763,1748,YES,189,7,7.0,989,0,0,196,802,
2764,1859,NO,85,47,7.0,2691,1,1,35,1706,
2765,975,YES,163,6,6.0,3787,0,0,769,1669,
2766,1597,NO,172,10,7.0,2138,1,0,1455,1670,
2767,1941,NO,108,42,4.0,763,1,1,36,726,
2768,1061,NO,133,49,7.0,2260,1,1,1009,1222,
2769,1620,YES,191,11,4.0,1732,1,1,495,1668,
2770,1366,YES,129,51,3.0,2716,0,0,875,1760,
2771,1324,NO,107,46,2.0,1424,1,0,59,553,
2772,1363,YES,129,39,5.0,267,1,0,550,1248,
2773,1570,YES,148,18,5.0,3153,0,1,509,544,
2774,1524,NO,83,64,5.0,2905,1,1,351,592,
2775,1179,NO,93,2,3.0,1435,0,0,481,536,
2776,1555,NO,90,2,2.0,3596,1,1,57,516,
2777,981,YES,159,15,5.0,1831,1,1,74,1485,
2778,1920,YES,194,8,1.0,2099,0,1,588,1125,
2779,1470,NO,84,54,6.0,1790,0,1,556,1512,
2780,1986,NO,108,13,8.0,1190,0,0,757,1962,
2781,1371,NO,94,19,4.0,1767,1,1,1023,1676,
2782,1852,NO,85,25,3.0,3199,1,0,588,1353,
2783,1472,NO,182,6,8.0,1621,1,1,861,1131,
2784,1055,YES,101,29,6.0,2364,1,1,159,579,
2785,1371,YES,173,3,2.0,2202,1,1,35,785,
2786,782,NO,199,38,7.0,2753,0,1,349,1910,
2787,1452,YES,82,36,5.0,1005,1,1,667,1680,
2788,519,YES,135,33,1.0,889,1,0,527,889,
2789,1989,NO,86,10,3.0,2158,1,0,135,576,
2790,1754,NO,166,15,5.0,1966,0,0,318,1810,
2791,1329,NO,144,42,7.0,774,0,1,579,896,
2792,1093,NO,114,42,1.0,2856,1,1,762,1425,
2793,986,YES,95,38,7.0,343,1,0,5,1359,
2794,848,NO,107,39,4.0,475,1,0,1768,1812,
2795,1146,NO,152,21,7.0,1182,1,0,841,994,
2796,841,YES,103,59,6.0,1169,0,0,258,1642,
2797,1140,YES,119,40,3.0,3386,1,0,211,555,
2798,1091,YES,100,8,3.0,3626,1,1,650,922,
2799,1360,NO,108,25,7.0,3934,0,0,493,681,
2800,1038,NO,154,28,4.0,3913,0,0,1019,1246,
2801,1111,NO,152,46,1.0,851,1,0,110,1981,
2802,1220,NO,121,52,3.0,1458,1,1,892,1470,
2803,1636,YES,188,52,5.0,2363,0,1,555,635,
2804,1800,YES,187,23,2.0,1966,1,0,179,1137,
2805,674,YES,130,49,1.0,2179,0,0,4,1936,
2806,1591,YES,192,3,8.0,615,0,1,669,700,
2807,1190,NO,145,61,3.0,305,0,0,345,1044,
2808,572,NO,99,35,6.0,3106,0,0,563,1539,
2809,1143,YES,143,64,8.0,2080,0,1,381,535,
2810,1492,NO,185,36,1.0,592,0,1,444,1764,
2811,1825,YES,163,27,8.0,2502,0,1,48,1005,
2812,1450,YES,83,45,5.0,941,0,1,221,648,
2813,1629,YES,121,48,1.0,2532,0,0,1260,1634,
2814,669,NO,144,46,2.0,2981,1,1,486,1854,
2815,575,YES,163,10,5.0,2956,0,1,615,1825,
2816,900,YES,112,56,4.0,2281,0,1,638,721,
2817,1057,YES,112,42,7.0,2688,0,0,809,824,
2818,1247,NO,116,24,5.0,522,1,1,1114,1350,
2819,1992,YES,153,43,5.0,2179,1,0,0,883,
2820,974,NO,162,17,4.0,1901,0,1,346,514,
2821,1715,YES,116,47,8.0,3163,1,1,900,1219,
2822,1570,NO,157,26,2.0,426,0,0,319,1406,
2823,1724,NO,105,21,2.0,695,1,0,102,1609,
2824,1886,YES,180,47,5.0,3287,0,1,362,1606,
2825,1177,NO,162,38,6.0,1880,1,1,1228,1975,
2826,1036,NO,184,37,7.0,3864,1,1,416,523,
2827,1336,YES,83,26,5.0,325,0,0,238,1402,
2828,1004,NO,128,24,8.0,650,0,0,793,1537,
2829,1123,YES,145,5,3.0,2567,1,1,670,1557,
2830,1730,NO,198,48,2.0,2452,1,1,1445,1934,
2831,1890,NO,127,17,4.0,2585,1,1,973,1546,
2832,1055,YES,111,56,7.0,1532,1,0,806,861,
2833,805,YES,110,59,1.0,2917,1,0,900,1984,
2834,608,NO,139,2,3.0,3635,1,0,98,643,
2835,1130,NO,175,51,8.0,2098,0,0,296,585,
2836,1208,YES,86,13,3.0,484,0,1,763,865,
2837,535,NO,151,53,7.0,720,0,0,313,744,
2838,1191,YES,102,7,3.0,2734,0,0,1354,1418,
2839,922,NO,100,3,4.0,3910,1,0,253,1364,
2840,966,YES,123,37,3.0,817,0,0,1390,1896,
2841,1351,YES,134,48,8.0,3781,0,1,700,727,
2842,732,NO,141,48,4.0,832,1,0,663,1813,
2843,1005,NO,132,11,1.0,939,1,1,218,1123,
2844,1575,YES,81,22,2.0,1091,1,1,142,1160,
2845,1427,NO,155,11,1.0,2417,1,0,169,1784,
2846,1306,YES,145,26,4.0,2552,0,1,67,1247,
2847,1911,YES,106,25,5.0,1251,0,0,426,659,
2848,1170,YES,83,63,1.0,2658,0,1,442,1905,
2849,1278,NO,146,64,8.0,339,1,0,764,1521,
2850,1709,NO,144,55,3.0,3124,0,0,235,1310,
2851,1904,NO,198,27,6.0,2387,1,1,1102,1442,
2852,1741,YES,183,37,1.0,1415,1,1,9,1562,
2853,1288,YES,92,48,6.0,2465,1,0,793,1021,
2854,1976,NO,196,33,3.0,2947,1,1,1014,1131,
2855,1270,NO,142,62,4.0,3747,0,1,566,695,
2856,1246,NO,187,52,8.0,552,1,1,522,818,
2857,1544,YES,144,20,5.0,1826,1,0,588,1414,
2858,671,NO,105,38,8.0,2210,0,1,605,722,
2859,582,YES,156,51,4.0,2587,1,0,1241,1367,
2860,1951,NO,132,22,6.0,945,0,1,1044,1663,
2861,822,NO,146,44,2.0,3288,1,0,269,527,
2862,733,YES,153,63,4.0,3003,1,1,715,993,
2863,820,YES,149,15,8.0,702,1,0,165,532,
2864,1455,NO,174,19,4.0,2029,1,0,91,628,
2865,1723,YES,122,57,5.0,3138,1,0,1373,1572,
2866,1869,NO,124,60,6.0,1521,0,0,520,566,
2867,1670,NO,127,33,2.0,1830,0,1,185,807,
2868,1734,NO,188,57,4.0,3822,1,1,573,584,
2869,602,NO,166,59,4.0,1914,0,0,76,637,
2870,1060,NO,162,31,1.0,2819,1,1,582,1212,
2871,1445,YES,164,8,4.0,3120,0,0,772,1766,
2872,1005,YES,199,32,7.0,2119,1,1,883,1750,
2873,536,NO,108,27,1.0,1676,0,1,1573,1962,
2874,1255,NO,85,34,3.0,1749,0,1,118,722,
2875,1252,YES,124,43,1.0,2447,1,0,153,538,
2876,1471,YES,127,54,8.0,3315,0,1,193,1134,
2877,914,YES,119,47,3.0,3402,1,1,727,796,
2878,1439,YES,101,14,8.0,763,1,0,686,716,
2879,732,YES,92,60,4.0,3065,0,1,670,1025,
2880,1025,YES,138,38,7.0,3530,0,0,108,1238,
2881,842,NO,161,31,1.0,496,1,0,45,1634,
2882,643,YES,199,28,1.0,2885,1,1,532,1273,
2883,667,NO,136,23,4.0,3720,1,0,666,1372,
2884,1791,YES,196,29,1.0,2500,0,0,1039,1602,
2885,1104,NO,129,57,5.0,2254,1,0,1591,1750,
2886,1276,YES,136,33,4.0,2395,0,0,15,1719,
2887,927,NO,162,22,2.0,3741,1,1,1106,1692,
2888,859,NO,139,19,5.0,2473,1,1,952,1713,
2889,1162,YES,146,57,7.0,1316,1,1,9,555,
2890,1876,NO,168,22,2.0,1403,0,0,157,1512,
2891,1057,NO,105,36,3.0,2521,1,1,1318,1351,
2892,1926,NO,86,15,2.0,735,0,0,523,1699,
2893,853,NO,166,40,4.0,2510,1,0,476,1382,
2894,1949,YES,175,7,8.0,1406,0,0,525,1419,
2895,1981,NO,103,38,5.0,1392,0,0,282,1051,
2896,1556,YES,197,21,3.0,1969,1,0,902,1451,
2897,660,YES,161,12,8.0,3549,1,1,506,799,
2898,1955,YES,91,30,6.0,2340,0,1,220,759,
2899,1567,NO,83,63,5.0,1777,1,0,635,1112,
2900,1307,NO,189,44,5.0,2402,0,0,530,1203,
2901,1421,YES,130,43,4.0,845,0,0,1516,1556,
2902,1332,NO,81,44,8.0,1176,0,1,748,832,
2903,1628,YES,184,3,6.0,1624,1,0,436,1653,
2904,1752,NO,115,17,5.0,3323,1,1,1165,1540,
2905,1733,NO,156,20,8.0,1197,0,0,419,1806,
2906,1081,YES,194,51,2.0,412,0,0,39,1852,
2907,854,YES,162,45,6.0,2317,1,1,49,1146,
2908,1657,NO,87,22,4.0,1852,1,0,1019,1535,
2909,1053,NO,95,12,7.0,3701,0,0,6,1089,
2910,1370,NO,100,24,5.0,1672,0,0,804,992,
2911,1652,YES,175,57,6.0,489,1,1,555,714,
2912,915,NO,174,22,5.0,572,1,1,748,1840,
2913,1272,YES,129,50,8.0,2969,0,1,377,1970,
2914,646,YES,180,10,8.0,3005,1,1,673,1135,
2915,1359,YES,182,40,2.0,2805,1,1,130,1030,
2916,1691,NO,119,24,1.0,2900,0,0,762,1643,
2917,796,YES,99,62,8.0,434,1,1,214,843,
2918,534,YES,159,60,1.0,3599,1,1,1216,1847,
2919,721,YES,168,39,2.0,3372,1,0,629,1509,
2920,675,YES,169,44,5.0,2980,0,1,135,1109,
2921,1182,YES,107,21,2.0,1765,1,0,625,1346,
2922,1062,YES,152,12,2.0,3664,1,1,1041,1280,
2923,732,YES,113,7,6.0,1423,0,1,367,968,
2924,781,YES,94,62,2.0,1442,1,1,1117,1667,
2925,790,YES,200,45,6.0,3184,1,1,1068,1577,
2926,1480,YES,199,62,1.0,1780,0,1,464,868,
2927,946,YES,128,56,6.0,2565,0,0,349,541,
2928,1545,YES,183,59,3.0,1443,0,1,148,721,
2929,898,NO,81,16,4.0,2286,0,0,139,1660,
2930,1662,NO,155,48,6.0,2787,0,1,875,1362,
2931,1056,NO,166,2,6.0,3215,0,1,527,825,
2932,1074,NO,115,17,1.0,401,1,0,689,1628,
2933,1772,YES,149,55,5.0,3346,0,1,405,727,
2934,694,YES,107,3,3.0,991,1,0,1345,1514,
2935,1387,YES,154,3,6.0,2909,0,0,75,655,
2936,1259,YES,110,6,7.0,2897,1,0,1611,1923,
2937,1066,YES,173,23,3.0,896,0,1,870,1026,
2938,940,YES,81,24,1.0,2971,1,1,955,1845,
2939,1517,YES,179,19,2.0,1972,1,1,291,1592,
2940,986,NO,122,29,7.0,2742,1,0,1907,1911,
2941,1595,YES,101,31,3.0,2875,0,0,824,1052,
2942,708,NO,104,56,7.0,1920,1,0,999,1695,
2943,726,YES,183,6,5.0,1653,1,1,114,628,
2944,761,YES,181,5,1.0,3111,0,0,562,829,
2945,643,NO,115,8,4.0,3740,0,1,724,1175,
2946,871,YES,124,56,6.0,1794,1,0,483,1045,
2947,1347,NO,97,44,2.0,399,1,0,137,792,
2948,1659,NO,83,64,2.0,1778,0,1,727,1979,
2949,1259,NO,82,61,5.0,1415,0,0,1001,1158,
2950,544,NO,91,39,6.0,3262,0,0,101,718,
2951,1570,NO,141,12,8.0,1895,0,1,487,517,
2952,690,NO,154,38,1.0,3427,0,0,711,750,
2953,1053,NO,86,3,4.0,792,1,1,910,1097,
2954,1772,NO,135,8,3.0,2297,1,1,1337,1544,
2955,1891,YES,158,23,2.0,2610,1,0,518,1357,
2956,937,YES,133,44,4.0,493,0,1,919,1782,
2957,913,NO,183,34,4.0,2800,0,0,578,1726,
2958,1066,YES,101,43,6.0,3856,0,1,876,880,
2959,840,YES,147,7,2.0,3327,1,1,98,674,
2960,710,YES,153,24,2.0,3678,1,1,1714,1895,
2961,623,YES,134,29,3.0,717,1,0,273,1814,
2962,700,YES,150,40,8.0,2537,0,1,612,1325,
2963,995,NO,157,7,1.0,1272,1,1,1315,1804,
2964,1325,NO,165,33,1.0,726,1,1,1653,1967,
2965,1982,YES,113,43,4.0,1791,1,0,1409,1679,
2966,1401,NO,187,16,5.0,2668,0,0,975,1028,
2967,636,YES,183,55,2.0,3558,1,1,762,1596,
2968,1637,YES,111,57,8.0,3329,1,0,7,940,
2969,1036,NO,119,9,3.0,299,0,0,70,502,
2970,1247,YES,116,63,4.0,2999,0,0,170,1028,
2971,1207,NO,141,56,6.0,2293,1,0,93,560,
2972,1198,YES,125,31,7.0,2777,1,0,546,1223,
2973,1796,YES,169,44,4.0,1378,0,1,841,1803,
2974,1855,NO,145,58,4.0,2834,1,0,1080,1883,
2975,1557,YES,154,26,5.0,885,0,1,665,1790,
2976,958,NO,116,47,8.0,1706,1,0,300,501,
2977,1882,YES,127,17,8.0,2996,1,0,280,1171,
2978,1489,NO,197,60,7.0,677,1,1,7,719,
2979,1980,NO,141,15,6.0,1710,1,0,499,1029,
2980,1235,NO,197,21,3.0,464,1,1,1252,1284,
2981,829,NO,132,10,2.0,975,1,1,349,833,
2982,1998,YES,182,47,4.0,3918,0,1,1603,1837,
2983,1814,NO,156,3,5.0,2489,0,0,1196,1666,
2984,1711,YES,97,12,1.0,2461,1,0,855,1199,
2985,971,YES,143,7,4.0,811,0,0,1074,1885,
2986,991,NO,133,19,7.0,1358,0,0,516,767,
2987,905,NO,173,12,7.0,852,1,0,410,1021,
2988,1653,YES,99,49,7.0,377,0,0,206,936,
2989,635,YES,136,57,6.0,3954,1,0,1257,1597,
2990,1807,NO,162,37,1.0,2741,0,1,246,932,
2991,1797,YES,174,42,3.0,3359,0,1,57,1169,
2992,1895,NO,99,62,2.0,2563,1,1,1019,1698,
2993,567,YES,165,56,8.0,336,1,1,555,1290,
2994,936,YES,139,46,2.0,684,1,1,265,886,
2995,1700,YES,170,54,7.0,2121,0,0,644,913,
2996,609,NO,186,13,4.0,1933,1,1,1152,1632,
2997,1185,NO,80,8,1.0,1223,0,0,477,825,
2998,1533,YES,171,50,2.0,2509,1,0,38,832,
2999,1270,YES,140,35,6.0,2828,0,1,457,608,
3000,815,NO,169,13,2.0,292,0,1,20,756,1.0
3001,764,NO,185,12,3.0,521,1,1,1056,288,1.0
3002,831,NO,118,10,4.0,284,0,0,583,280,1.0
3003,779,NO,119,14,1.0,738,0,0,926,394,1.0
3004,806,NO,104,14,3.0,173,0,0,1056,881,1.0
3005,748,NO,157,11,2.0,817,1,1,713,765,1.0
3006,837,NO,170,7,3.0,581,1,0,935,511,1.0
3007,822,NO,115,15,3.0,137,1,1,670,381,1.0
3008,803,NO,178,13,3.0,661,1,0,618,367,1.0
3009,765,NO,157,11,4.0,990,1,0,542,727,1.0
3010,780,NO,157,14,4.0,660,0,0,369,726,1.0
3011,808,NO,133,9,3.0,734,0,1,1166,1109,1.0
3012,804,NO,135,11,3.0,335,1,1,972,884,1.0
3013,800,NO,164,16,3.0,641,1,0,416,824,1.0
3014,793,NO,175,13,2.0,587,1,1,620,883,1.0
3015,817,NO,120,10,1.0,613,0,0,961,350,1.0
3016,782,NO,139,10,2.0,354,1,1,524,616,1.0
3017,808,NO,106,9,4.0,766,1,0,808,916,1.0
3018,803,NO,184,11,1.0,521,0,0,1111,1126,1.0
3019,789,NO,177,11,2.0,728,0,1,1127,1014,1.0
3020,751,NO,119,10,1.0,547,1,1,876,1198,1.0
3021,824,NO,153,14,1.0,128,1,1,987,739,1.0
3022,752,NO,93,9,4.0,602,0,0,621,415,1.0
3023,759,NO,120,11,1.0,165,1,0,396,720,1.0
3024,791,NO,159,10,2.0,573,1,0,396,635,1.0
3025,750,NO,155,13,2.0,295,1,0,350,407,1.0
3026,833,NO,89,10,3.0,744,0,1,978,432,1.0
3027,746,NO,167,13,4.0,769,0,0,358,258,1.0
3028,828,NO,174,15,4.0,676,0,1,395,580,1.0
3029,839,NO,138,10,4.0,385,0,1,411,298,1.0
3030,795,NO,97,11,2.0,407,0,0,409,517,1.0
3031,743,NO,140,11,1.0,834,0,1,447,597,1.0
3032,834,NO,112,7,3.0,779,0,0,1063,981,1.0
3033,762,NO,185,12,2.0,43,1,0,621,409,1.0
3034,840,NO,147,9,3.0,420,0,1,1016,813,1.0
3035,747,NO,158,13,4.0,542,0,0,999,918,1.0
3036,822,NO,120,11,2.0,331,0,0,1093,1065,1.0
3037,802,NO,139,11,3.0,397,0,1,961,285,1.0
3038,806,NO,166,12,4.0,852,0,1,1125,857,1.0
3039,775,NO,156,15,3.0,659,0,0,1153,284,1.0
3040,761,NO,136,14,4.0,666,1,1,442,513,1.0
3041,777,NO,114,16,3.0,12,1,1,406,916,1.0
3042,796,NO,172,14,1.0,388,1,0,811,380,1.0
3043,755,NO,185,17,2.0,752,1,0,1074,757,1.0
3044,835,NO,107,10,4.0,509,1,0,465,914,1.0
3045,832,NO,181,12,2.0,727,1,1,1034,685,1.0
3046,781,NO,125,14,3.0,232,0,0,869,709,1.0
3047,782,NO,184,9,2.0,858,1,0,992,440,1.0
3048,795,NO,117,13,2.0,367,1,1,955,728,1.0
3049,770,NO,120,11,4.0,792,1,1,433,982,1.0
3050,746,NO,141,16,3.0,299,1,0,561,704,1.0
3051,764,NO,101,16,2.0,376,1,0,506,337,1.0
3052,743,NO,109,10,4.0,662,1,1,689,373,1.0
3053,807,NO,164,16,4.0,806,0,0,1139,968,1.0
3054,821,NO,154,11,2.0,608,1,0,493,714,1.0
3055,799,NO,165,15,4.0,744,0,0,683,539,1.0
3056,781,NO,159,13,4.0,740,1,1,630,370,1.0
3057,761,NO,179,13,2.0,63,1,1,979,502,1.0
3058,822,NO,185,11,3.0,29,0,1,899,1116,1.0
3059,757,NO,141,13,1.0,669,1,0,1119,1113,1.0
3060,755,NO,102,11,2.0,656,0,1,966,554,1.0
3061,842,NO,89,9,4.0,111,1,1,636,595,1.0
3062,838,NO,121,17,4.0,801,1,1,757,1094,1.0
3063,838,NO,182,7,3.0,442,1,1,762,308,1.0
3064,785,NO,141,13,3.0,540,1,1,1090,569,1.0
3065,800,NO,124,7,4.0,6,0,0,784,515,1.0
3066,818,NO,161,13,1.0,141,0,1,1199,1067,1.0
3067,798,NO,167,8,1.0,211,1,1,1179,801,1.0
3068,811,NO,145,17,3.0,177,1,0,1102,695,1.0
3069,755,NO,144,11,4.0,252,0,1,1136,986,1.0
3070,830,NO,144,13,1.0,136,1,1,835,425,1.0
3071,764,NO,120,8,1.0,778,0,0,599,499,1.0
3072,828,NO,129,12,2.0,908,1,1,832,1160,1.0
3073,790,NO,151,13,1.0,931,1,1,499,982,1.0
3074,818,NO,187,17,4.0,876,1,1,1116,685,1.0
3075,813,NO,178,14,2.0,126,0,0,887,899,1.0
3076,826,NO,154,13,4.0,836,1,0,837,464,1.0
3077,772,NO,173,15,3.0,544,0,1,1161,671,1.0
3078,795,NO,180,17,2.0,435,0,1,1128,1010,1.0
3079,818,NO,109,9,2.0,133,0,0,383,1060,1.0
3080,804,NO,128,11,2.0,550,0,0,523,1131,1.0
3081,747,NO,133,13,1.0,255,0,1,1117,344,1.0
3082,775,NO,172,17,4.0,921,0,0,980,910,1.0
3083,817,NO,163,8,3.0,410,0,1,925,1150,1.0
3084,744,NO,179,11,2.0,269,1,0,879,737,1.0
3085,756,NO,110,11,1.0,810,0,0,731,1163,1.0
3086,756,NO,187,8,3.0,277,1,1,534,526,1.0
3087,803,NO,97,12,1.0,202,1,0,451,575,1.0
3088,810,NO,169,13,3.0,996,0,1,496,669,1.0
3089,771,NO,135,13,4.0,1005,0,1,813,1007,1.0
3090,763,NO,131,14,4.0,294,0,1,960,506,1.0
3091,839,NO,175,9,3.0,392,0,0,900,682,1.0
3092,778,NO,153,12,2.0,998,0,0,537,905,1.0
3093,745,NO,169,16,4.0,660,1,0,374,752,1.0
3094,774,NO,101,14,2.0,745,0,0,785,403,1.0
3095,745,NO,145,14,2.0,744,0,1,1175,648,1.0
3096,745,NO,177,7,4.0,539,0,0,915,468,1.0
3097,799,NO,111,13,3.0,619,0,1,1074,713,1.0
3098,797,NO,165,12,1.0,205,1,0,655,724,1.0
3099,822,NO,180,9,1.0,590,0,1,1086,1180,1.0
3100,765,NO,111,17,3.0,193,0,1,366,390,1.0
3101,822,NO,106,15,4.0,297,0,0,568,478,1.0
3102,832,NO,180,8,2.0,872,1,0,742,881,1.0
3103,826,NO,132,9,2.0,81,0,0,473,663,1.0
3104,811,NO,129,12,3.0,942,1,1,467,713,1.0
3105,787,NO,166,12,2.0,914,0,0,503,1179,1.0
3106,795,NO,109,8,4.0,511,1,1,852,1094,1.0
3107,804,NO,124,9,1.0,346,1,0,1103,498,1.0
3108,752,NO,109,9,3.0,508,1,1,741,993,1.0
3109,807,NO,92,12,3.0,270,1,1,564,501,1.0
3110,819,NO,123,9,1.0,193,0,1,899,854,1.0
3111,779,NO,118,17,3.0,746,0,1,927,306,1.0
3112,839,NO,142,16,1.0,840,1,0,671,605,1.0
3113,767,NO,159,9,2.0,808,0,1,709,408,1.0
3114,785,NO,185,12,2.0,609,1,0,710,321,1.0
3115,812,NO,173,14,4.0,482,0,1,467,610,1.0
3116,786,NO,155,17,2.0,863,0,1,1106,875,1.0
3117,774,NO,166,12,3.0,407,1,1,1116,910,1.0
3118,759,NO,177,13,2.0,165,0,0,430,514,1.0
3119,819,NO,152,16,2.0,30,0,0,918,278,1.0
3120,770,NO,155,9,2.0,186,0,0,1088,573,1.0
3121,830,NO,126,12,1.0,699,1,1,901,1022,1.0
3122,766,NO,185,11,4.0,996,1,0,705,541,1.0
3123,788,NO,122,15,3.0,751,1,0,1073,462,1.0
3124,836,NO,156,15,4.0,611,1,1,642,594,1.0
3125,791,NO,102,11,4.0,926,1,1,1083,1022,1.0
3126,829,NO,184,11,3.0,836,0,0,1165,543,1.0
3127,777,NO,128,17,3.0,400,1,0,937,1024,1.0
3128,782,NO,159,8,4.0,859,0,1,806,1078,1.0
3129,758,NO,179,13,3.0,43,1,0,979,995,1.0
3130,802,NO,146,14,2.0,462,1,0,1186,378,1.0
3131,777,NO,150,8,4.0,452,0,1,780,352,1.0
3132,761,NO,167,15,3.0,941,0,0,881,245,1.0
3133,772,NO,107,11,2.0,405,0,0,518,512,1.0
3134,789,NO,96,10,1.0,828,0,1,1180,611,1.0
3135,759,NO,97,14,3.0,259,0,0,1003,1153,1.0
3136,804,NO,102,8,2.0,936,0,1,450,847,1.0
3137,754,NO,160,10,1.0,798,0,1,501,1077,1.0
3138,783,NO,127,9,1.0,751,0,0,417,960,1.0
3139,753,NO,149,7,1.0,498,1,1,739,1177,1.0
3140,742,NO,130,9,4.0,736,1,0,920,1130,1.0
3141,780,NO,185,14,4.0,319,1,0,475,1023,1.0
3142,807,NO,128,13,3.0,254,0,0,524,749,1.0
3143,766,NO,175,14,1.0,688,1,1,1039,746,1.0
3144,769,NO,186,8,2.0,667,1,1,503,1063,1.0
